timestamp;deviceId;tipoDispositivo;ubicacion;nombre;tipoEvento;valor;unidad;estadoPrevio;estadoNuevo;severidad
2026-09-07T20:00:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-07T20:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;343.8;Wh;;;
2026-09-07T20:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;307.7;Wh;;;
2026-09-07T20:15:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-07T20:15:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-07T20:43:00;term-liv-01;TERMOSTATO;Living;Termostato Living;COMANDO;22.5;C;;AJUSTAR_TEMP;
2026-09-07T20:46:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T20:48:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;COMANDO;20.0;C;;AJUSTAR_TEMP;
2026-09-07T20:48:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T20:58:00;luz-liv-01;LUZ;Living;Luz Living;COMANDO;40;%;;ATENUAR;
2026-09-07T21:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;19.7;C;;;
2026-09-07T21:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;20.1;C;;;
2026-09-07T21:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;109.6;Wh;;;
2026-09-07T21:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;791.5;Wh;;;
2026-09-07T21:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;210.5;Wh;;;
2026-09-07T21:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;307.4;Wh;;;
2026-09-07T21:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;372.7;Wh;;;
2026-09-07T21:31:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T21:34:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T22:00:00;luz-coc-01;LUZ;Cocina;Luz Cocina;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-07T22:00:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-07T22:49:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T22:52:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T23:00:00;luz-liv-01;LUZ;Living;Luz Living;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-07T23:00:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-07T23:00:00;luz-ext-01;LUZ;Exterior;Luz Exterior;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-07T23:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-07T23:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-07T23:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-07T23:40:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;COMANDO;80;%;;ATENUAR;
